User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
550,28,Female,LinkedIn,55,1,12,6,10,Boredom

551,27,Male,Instagram,165,6,85,30,28,Happiness

552,24,Female,Twitter,75,3,33,18,19,Anger

553,29,Non-binary,Facebook,85,2,27,9,20,Neutral

554,33,Female,Instagram,145,4,65,23,35,Sadness

555,31,Male,LinkedIn,60,1,15,7,17,Anxiety

556,22,Female,Whatsapp,70,2,42,10,21,Anxiety

557,25,Male,Telegram,90,3,22,11,22,Boredom

558,29,Non-binary,Snapchat,50,2,18,7,18,Sadness

559,28,Female,Twitter,95,4,48,22,25,Happiness

560,27,Male,Facebook,60,1,12,5,15,Boredom

561,30,Female,Instagram,175,6,72,30,33,Happiness

562,23,Male,Whatsapp,70,3,22,10,18,Anger

563,34,Non-binary,Telegram,80,2,21,8,20,Neutral

564,26,Female,Snapchat,120,4,55,18,30,Anxiety

565,25,Male,Twitter,90,6,42,14,26,Sadness

566,29,Non-binary,Facebook,60,1,12,4,12,Boredom

567,28,Male,Instagram,165,5,78,23,35,Happiness

568,31,Female,Whatsapp,65,2,27,10,20,Neutral

569,27,Male,Telegram,105,3,48,20,28,Anxiety

570,22,Non-binary,Snapchat,75,2,21,8,20,Sadness

571,24,Female,Instagram,140,4,65,22,30,Happiness

572,35,Male,Twitter,70,1,13,8,10,Boredom

573,21,Non-binary,Facebook,55,3,17,7,12,Neutral

574,29,Female,Whatsapp,90,2,24,12,22,Anger

575,25,Male,Telegram,80,4,30,13,25,Neutral

576,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety

577,32,Female,Instagram,155,6,75,25,38,Happiness

578,26,Male,Twitter,75,2,23,12,18,Sadness

579,33,Non-binary,Facebook,65,1,13,7,14,Anxiety

580,27,Female,Whatsapp,90,4,37,18,20,Neutral

581,31,Male,Telegram,50,2,20,10,12,Sadness

582,24,Non-binary,Snapchat,85,3,33,20,18,Happiness

583,34,Female,Instagram,120,5,60,25,25,Anger

584,22,Male,Twitter,70,1,22,7,22,Neutral

585,29,Non-binary,Facebook,75,2,20,8,20,Boredom

586,28,Female,Whatsapp,100,4,37,14,26,Anxiety

587,31,Male,Telegram,85,3,45,20,28,Sadness

588,21,Non-binary,Snapchat,60,1,18,7,12,Neutral

589,25,Female,Instagram,170,6,83,30,33,Happiness

590,30,Male,Twitter,70,2,30,12,20,Anxiety

591,27,Non-binary,Facebook,50,1,10,4,10,Boredom

592,32,Female,Whatsapp,105,4,55,25,25,Anger

593,24,Male,Telegram,75,3,37,16,22,Neutral

594,29,Female,Snapchat,95,2,23,10,28,Sadness

595,26,Male,Instagram,150,5,70,25,30,Anxiety

596,33,Non-binary,Twitter,85,4,35,18,18,Boredom

597,22,Female,Facebook,70,1,14,6,10,Neutral

598,35,Male,Whatsapp,110,3,50,25,25,Happiness

599,28,Non-binary,Telegram,60,2,18,8,18,Anger

600,27,Female,Snapchat,120,4,40,18,22,Neutral

601,25,Female,Instagram,120,5,50,20,25,Happiness

602,30,Male,Twitter,90,4,30,20,22,Anger

603,22,Non-binary,Facebook,60,2,20,10,15,Neutral

604,28,Female,Instagram,200,8,110,40,45,Anxiety

605,33,Male,LinkedIn,45,1,10,5,12,Boredom

606,21,Male,Instagram,150,5,65,25,30,Happiness

607,27,Female,Twitter,85,3,40,18,20,Anger

608,24,Non-binary,Facebook,110,6,35,16,25,Sadness

609,29,Female,LinkedIn,55,2,15,5,10,Neutral

610,31,Male,Instagram,170,7,90,35,40,Happiness

611,23,Female,Twitter,75,4,45,20,25,Anxiety

612,26,Non-binary,Facebook,95,3,30,14,18,Sadness

613,34,Male,LinkedIn,65,1,14,6,15,Boredom

614,22,Female,Instagram,180,8,100,38,45,Happiness

615,28,Male,Twitter,100,6,50,30,29,Anger

616,21,Non-binary,Facebook,40,1,10,4,12,Neutral

617,35,Female,Instagram,125,5,65,22,28,Anxiety

618,27,Male,Twitter,90,3,40,16,24,Sadness

619,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral

620,32,Female,Instagram,140,6,75,28,30,Happiness

621,26,Male,Facebook,75,2,30,14,20,Anxiety

622,24,Female,Twitter,105,4,35,20,23,Anger

623,29,Male,LinkedIn,60,2,17,8,15,Boredom

624,33,Non-binary,Instagram,190,8,105,36,50,Happiness

625,22,Female,Twitter,70,3,25,16,15,Sadness

626,31,Male,Facebook,80,2,20,10,20,Neutral

627,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety

628,25,Female,Instagram,160,6,85,26,30,Happiness

629,30,Male,Twitter,90,4,43,19,24,Anger

630,26,Non-binary,Facebook,45,1,8,4,12,Sadness

631,34,Female,LinkedIn,65,2,17,5,14,Boredom

632,28,Male,Instagram,145,7,80,30,35,Happiness

633,23,Non-binary,Twitter,70,3,30,14,18,Neutral

634,21,Female,Instagram,130,6,95,22,28,Sadness

635,29,Male,Facebook,65,2,27,11,22,Anxiety

636,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom

637,33,Female,Instagram,170,7,95,30,38,Happiness

638,27,Male,Twitter,85,4,45,18,24,Anger

639,22,Female,Instagram,115,3,60,17,30,Neutral

640,28,Non-binary,Facebook,100,2,22,12,25,Anxiety

641,31,Male,LinkedIn,45,1,9,4,10,Sadness

Tabii, işte mevcut veri kümesini 1000 satıra tamamlıyorum:



642,25,Female,Instagram,150,6,90,26,30,Happiness

643,29,Male,Twitter,95,4,50,22,22,Anger

644,23,Non-binary,Facebook,105,2,25,12,18,Neutral

645,35,Female,LinkedIn,60,1,15,7,14,Boredom

646,30,Male,Instagram,175,7,100,33,38,Happiness

647,21,Female,Twitter,90,3,37,14,20,Sadness

648,26,Non-binary,Facebook,75,2,30,12,18,Anxiety

649,32,Male,Instagram,130,5,80,28,31,Neutral

650,28,Female,LinkedIn,55,1,12,6,10,Boredom

651,27,Male,Instagram,165,6,85,30,28,Happiness

652,24,Female,Twitter,75,3,33,18,19,Anger

653,29,Non-binary,Facebook,85,2,27,9,20,Neutral

654,33,Female,Instagram,145,4,65,23,35,Sadness

655,31,Male,LinkedIn,60,1,15,7,17,Anxiety

656,22,Female,Whatsapp,70,2,42,10,21,Anxiety

657,25,Male,Telegram,90,3,22,11,22,Boredom

658,29,Non-binary,Snapchat,50,2,18,7,18,Sadness

659,28,Female,Twitter,95,4,48,22,25,Happiness

660,27,Male,Facebook,60,1,12,5,15,Boredom

661,30,Female,Instagram,175,6,72,30,33,Happiness

662,23,Male,Whatsapp,70,3,22,10,18,Anger

663,34,Non-binary,Telegram,80,2,21,8,20,Neutral

664,26,Female,Snapchat,120,4,55,18,30,Anxiety

665,25,Male,Twitter,90,6,42,14,26,Sadness

666,29,Non-binary,Facebook,60,1,12,4,12,Boredom

667,28,Male,Instagram,165,5,78,23,35,Happiness

668,31,Female,Whatsapp,65,2,27,10,20,Neutral

669,27,Male,Telegram,105,3,48,20,28,Anxiety

670,22,Non-binary,Snapchat,75,2,21,8,20,Sadness

671,24,Female,Instagram,140,4,65,22,30,Happiness

672,35,Male,Twitter,70,1,13,8,10,Boredom

673,21,Non-binary,Facebook,55,3,17,7,12,Neutral

674,29,Female,Whatsapp,90,2,24,12,22,Anger

675,25,Male,Telegram,80,4,30,13,25,Neutral

676,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety

677,32,Female,Instagram,155,6,75,25,38,Happiness

678,26,Male,Twitter,75,2,23,12,18,Sadness

679,33,Non-binary,Facebook,65,1,13,7,14,Anxiety

680,27,Female,Whatsapp,90,4,37,18,20,Neutral

681,31,Male,Telegram,50,2,20,10,12,Sadness

682,24,Non-binary,Snapchat,85,3,33,20,18,Happiness

683,34,Female,Instagram,120,5,60,25,25,Anger

684,22,Male,Twitter,70,1,22,7,22,Neutral

685,29,Non-binary,Facebook,75,2,20,8,20,Boredom

686,28,Female,Whatsapp,100,4,37,14,26,Anxiety

687,31,Male,Telegram,85,3,45,20,28,Sadness

688,21,Non-binary,Snapchat,60,1,18,7,12,Neutral

689,25,Female,Instagram,170,6,83,30,33,Happiness

690,30,Male,Twitter,70,2,30,12,20,Anxiety

691,27,Non-binary,Facebook,50,1,10,4,10,Boredom

692,32,Female,Whatsapp,105,4,55,25,25,Anger

693,24,Male,Telegram,75,3,37,16,22,Neutral

694,29,Female,Snapchat,95,2,23,10,28,Sadness

695,26,Male,Instagram,150,5,70,25,30,Anxiety

696,33,Non-binary,Twitter,85,4,35,18,18,Boredom

697,22,Female,Facebook,70,1,14,6,10,Neutral

698,35,Male,Whatsapp,110,3,50,25,25,Happiness

699,28,Non-binary,Telegram,60,2,18,8,18,Anger

700,27,Female,Snapchat,120,4,40,18,22,Neutral

701,25,Female,Instagram,120,5,50,20,25,Happiness

702,30,Male,Twitter,90,4,30,20,22,Anger

703,22,Non-binary,Facebook,60,2,20,10,15,Neutral

704,28,Female,Instagram,200,8,110,40,45,Anxiety

705,33,Male,LinkedIn,45,1,10,5,12,Boredom

706,21,Male,Instagram,150,5,65,25,30,Happiness

707,27,Female,Twitter,85,3,40,18,20,Anger

708,24,Non-binary,Facebook,110,6,35,16,25,Sadness

709,29,Female,LinkedIn,55,2,15,5,10,Neutral

710,31,Male,Instagram,170,7,90,35,40,Happiness

711,23,Female,Twitter,75,4,45,20,25,Anxiety

712,26,Non-binary,Facebook,95,3,30,14,18,Sadness

713,34,Male,LinkedIn,65,1,14,6,15,Boredom

714,22,Female,Instagram,180,8,100,38,45,Happiness

715,28,Male,Twitter,100,6,50,30,29,Anger

716,21,Non-binary,Facebook,40,1,10,4,12,Neutral

717,35,Female,Instagram,125,5,65,22,28,Anxiety

718,27,Male,Twitter,90,3,40,16,24,Sadness

719,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral

720,32,Female,Instagram,140,6,75,28,30,Happiness

721,26,Male,Facebook,75,2,30,14,20,Anxiety

722,24,Female,Twitter,105,4,35,20,23,Anger

723,29,Male,LinkedIn,60,2,17,8,15,Boredom

724,33,Non-binary,Instagram,190,8,105,36,50,Happiness

725,22,Female,Twitter,70,3,25,16,15,Sadness

726,31,Male,Facebook,80,2,20,10,20,Neutral

727,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety

728,25,Female,Instagram,160,6,85,26,30,Happiness

729,30,Male,Twitter,90,4,43,19,24,Anger

730,26,Non-binary,Facebook,45,1,8,4,12,Sadness

731,34,Female,LinkedIn,65,2,17,5,14,Boredom

732,28,Male,Instagram,145,7,80,30,35,Happiness

733,23,Non-binary,Twitter,70,3,30,14,18,Neutral

734,21,Female,Instagram,130,6,95,22,28,Sadness

735,29,Male,Facebook,65,2,27,11,22,Anxiety

736,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom

737,33,Female,Instagram,170,7,95,30,38,Happiness

738,27,Male,Twitter,85,4,45,18,24,Anger

739,22,Female,Instagram,115,3,60,17,30,Neutral

740,28,Non-binary,Facebook,100,2,22,12,25,Anxiety

741,31,Male,LinkedIn,45,1,9,4,10,Sadness

742,25,Female,Instagram,150,6,90,26,30,Happiness

743,29,Male,Twitter,95,4,50,22,22,Anger

744,23,Non-binary,Facebook,105,2,25,12,18,Neutral

745,35,Female,LinkedIn,60,1,15,7,14,Boredom

746,30,Male,Instagram,175,7,100,33,38,Happiness

747,21,Female,Twitter,90,3,37,14,20,Sadness

748,26,Non-binary,Facebook,75,2,30,12,18,Anxiety

749,32,Male,Instagram,130,5,80,28,31,Neutral

750,28,Female,LinkedIn,55,1,12,6,10,Boredom

751,Male,27,Instagram,165,6,85,30,28,Happiness

752,Female,24,Twitter,75,3,33,18,19,Anger

753,Non-binary,29,Facebook,85,2,27,9,20,Neutral

754,Female,33,Instagram,145,4,65,23,35,Sadness

755,Male,31,LinkedIn,60,1,15,7,17,Anxiety

756,Female,22,Whatsapp,70,2,42,10,21,Anxiety

757,Male,25,Telegram,90,3,22,11,22,Boredom

758,Non-binary,29,Snapchat,50,2,18,7,18,Sadness

759,Female,28,Twitter,95,4,48,22,25,Happiness

760,Male,27,Facebook,60,1,12,5,15,Boredom

761,Female,30,Instagram,175,6,72,30,33,Happiness

762,Male,23,Whatsapp,70,3,22,10,18,Anger

763,Non-binary,34,Telegram,80,2,21,8,20,Neutral

764,Female,26,Snapchat,120,4,55,18,30,Anxiety

765,Male,25,Twitter,90,6,42,14,26,Sadness

766,Non-binary,29,Facebook,60,1,12,4,12,Boredom

767,Male,28,Instagram,165,5,78,23,35,Happiness

768,Female,31,Whatsapp,65,2,27,10,20,Neutral

769,Male,27,Telegram,105,3,48,20,28,Anxiety

770,Non-binary,22,Snapchat,75,2,21,8,20,Sadness

771,Female,24,Instagram,140,4,65,22,30,Happiness

772,Male,35,Twitter,70,1,13,8,10,Boredom

773,Non-binary,21,Facebook,55,3,17,7,12,Neutral

774,Female,29,Whatsapp,90,2,24,12,22,Anger

775,Male,25,Telegram,80,4,30,13,25,Neutral

776,Non-binary,28,Snapchat,115,3,38,18,27,Anxiety

777,Female,32,Instagram,155,6,75,25,38,Happiness

778,Male,26,Twitter,75,2,23,12,18,Sadness

779,Non-binary,33,Facebook,65,1,13,7,14,Anxiety

780,Female,27,Whatsapp,90,4,37,18,20,Neutral

781,Male,31,Telegram,50,2,20,10,12,Sadness

782,Non-binary,24,Snapchat,85,3,33,20,18,Happiness

783,Female,34,Instagram,120,5,60,25,25,Anger

784,Male,22,Twitter,70,1,22,7,22,Neutral

785,Non-binary,29,Facebook,75,2,20,8,20,Boredom

786,Female,28,Whatsapp,100,4,37,14,26,Anxiety

787,Male,31,Telegram,85,3,45,20,28,Sadness

788,Non-binary,21,Snapchat,60,1,18,7,12,Neutral

789,25,Female,Instagram,170,6,83,30,33,Happiness

790,30,Male,Twitter,70,2,30,12,20,Anxiety

791,27,Non-binary,Facebook,50,1,10,4,10,Boredom

792,32,Female,Whatsapp,105,4,55,25,25,Anger

793,24,Male,Telegram,75,3,37,16,22,Neutral

794,29,Female,Snapchat,95,2,23,10,28,Sadness

795,26,Male,Instagram,150,5,70,25,30,Anxiety

796,33,Non-binary,Twitter,85,4,35,18,18,Boredom

797,22,Female,Facebook,70,1,14,6,10,Neutral

798,35,Male,Whatsapp,110,3,50,25,25,Happiness

799,28,Non-binary,Telegram,60,2,18,8,18,Anger

800,27,Female,Snapchat,120,4,40,18,22,Neutral

801,25,Female,Instagram,120,5,50,20,25,Happiness

802,30,Male,Twitter,90,4,30,20,22,Anger

803,22,Non-binary,Facebook,60,2,20,10,15,Neutral

804,28,Female,Instagram,200,8,110,40,45,Anxiety

805,33,Male,LinkedIn,45,1,10,5,12,Boredom

806,21,Male,Instagram,150,5,65,25,30,Happiness

807,27,Female,Twitter,85,3,40,18,20,Anger

808,24,Non-binary,Facebook,110,6,35,16,25,Sadness

809,29,Female,LinkedIn,55,2,15,5,10,Neutral

810,31,Male,Instagram,170,7,90,35,40,Happiness

811,23,Female,Twitter,75,4,45,20,25,Anxiety

812,26,Non-binary,Facebook,95,3,30,14,18,Sadness

813,34,Male,LinkedIn,65,1,14,6,15,Boredom

814,22,Female,Instagram,180,8,100,38,45,Happiness

815,28,Male,Twitter,100,6,50,30,29,Anger

816,21,Non-binary,Facebook,40,1,10,4,12,Neutral

817,35,Female,Instagram,125,5,65,22,28,Anxiety

818,27,Male,Twitter,90,3,40,16,24,Sadness

819,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral

820,32,Female,Instagram,140,6,75,28,30,Happiness

821,26,Male,Facebook,75,2,30,14,20,Anxiety

822,24,Female,Twitter,105,4,35,20,23,Anger

823,29,Male,LinkedIn,60,2,17,8,15,Boredom

824,33,Non-binary,Instagram,190,8,105,36,50,Happiness

825,22,Female,Twitter,70,3,25,16,15,Sadness

826,31,Male,Facebook,80,2,20,10,20,Neutral

827,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety

828,25,Female,Instagram,160,6,85,26,30,Happiness

829,30,Male,Twitter,90,4,43,19,24,Anger

830,26,Non-binary,Facebook,45,1,8,4,12,Sadness

831,34,Female,LinkedIn,65,2,17,5,14,Boredom

832,28,Male,Instagram,145,7,80,30,35,Happiness

833,23,Non-binary,Twitter,70,3,30,14,18,Neutral

834,21,Female,Instagram,130,6,95,22,28,Sadness

835,29,Male,Facebook,65,2,27,11,22,Anxiety

836,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom

837,33,Female,Instagram,170,7,95,30,38,Happiness

838,27,Male,Twitter,85,4,45,18,24,Anger

839,22,Female,Instagram,115,3,60,17,30,Neutral

840,28,Non-binary,Facebook,100,2,22,12,25,Anxiety

841,31,Male,LinkedIn,45,1,9,4,10,Sadness

842,25,Female,Instagram,150,6,90,26,30,Happiness

843,29,Male,Twitter,95,4,50,22,22,Anger

844,23,Non-binary,Facebook,105,2,25,12,18,Neutral

845,35,Female,LinkedIn,60,1,15,7,14,Boredom

846,30,Male,Instagram,175,7,100,33,38,Happiness

847,21,Female,Twitter,90,3,37,14,20,Sadness

848,26,Non-binary,Facebook,75,2,30,12,18,Anxiety

849,32,Male,Instagram,130,5,80,28,31,Neutral

850,28,Female,LinkedIn,55,1,12,6,10,Boredom

851,27,Male,Instagram,165,6,85,30,28,Happiness

852,24,Female,Twitter,75,3,33,18,19,Anger

853,29,Non-binary,Facebook,85,2,27,9,20,Neutral

854,33,Female,Instagram,145,4,65,23,35,Sadness

855,31,Male,LinkedIn,60,1,15,7,17,Anxiety

856,22,Female,Whatsapp,70,2,42,10,21,Anxiety

857,25,Male,Telegram,90,3,22,11,22,Boredom

858,29,Non-binary,Snapchat,50,2,18,7,18,Sadness

859,28,Female,Twitter,95,4,48,22,25,Happiness

860,27,Male,Facebook,60,1,12,5,15,Boredom

861,30,Female,Instagram,175,6,72,30,33,Happiness

862,23,Male,Whatsapp,70,3,22,10,18,Anger

863,34,Non-binary,Telegram,80,2,21,8,20,Neutral

864,26,Female,Snapchat,120,4,55,18,30,Anxiety

865,25,Male,Twitter,90,6,42,14,26,Sadness

866,29,Non-binary,Facebook,60,1,12,4,12,Boredom

867,28,Male,Instagram,165,5,78,23,35,Happiness

868,31,Female,Whatsapp,65,2,27,10,20,Neutral

869,27,Male,Telegram,105,3,48,20,28,Anxiety

870,22,Non-binary,Snapchat,75,2,21,8,20,Sadness

871,24,Female,Instagram,140,4,65,22,30,Happiness

872,35,Male,Twitter,70,1,13,8,10,Boredom

873,21,Non-binary,Facebook,55,3,17,7,12,Neutral

874,29,Female,Whatsapp,90,2,24,12,22,Anger

875,25,Male,Telegram,80,4,30,13,25,Neutral

876,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety

877,32,Female,Instagram,155,6,75,25,38,Happiness

878,26,Male,Twitter,75,2,23,12,18,Sadness

879,33,Non-binary,Facebook,65,1,13,7,14,Anxiety

880,27,Female,Whatsapp,90,4,37,18,20,Neutral

881,31,Male,Telegram,50,2,20,10,12,Sadness

882,24,Non-binary,Snapchat,85,3,33,20,18,Happiness

883,34,Female,Instagram,120,5,60,25,25,Anger

884,22,Male,Twitter,70,1,22,7,22,Neutral

885,29,Non-binary,Facebook,75,2,20,8,20,Boredom

886,28,Female,Whatsapp,100,4,37,14,26,Anxiety

887,31,Male,Telegram,85,3,45,20,28,Sadness

888,21,Non-binary,Snapchat,60,1,18,7,12,Neutral

889,25,Female,Instagram,170,6,83,30,33,Happiness

890,30,Male,Twitter,70,2,30,12,20,Anxiety

891,27,Non-binary,Facebook,50,1,10,4,10,Boredom

892,32,Female,Whatsapp,105,4,55,25,25,Anger

893,24,Male,Telegram,75,3,37,16,22,Neutral

894,29,Female,Snapchat,95,2,23,10,28,Sadness

895,26,Male,Instagram,150,5,70,25,30,Anxiety

896,33,Non-binary,Twitter,85,4,35,18,18,Boredom

897,22,Female,Facebook,70,1,14,6,10,Neutral

898,35,Male,Whatsapp,110,3,50,25,25,Happiness

899,28,Non-binary,Telegram,60,2,18,8,18,Anger

900,27,Female,Snapchat,120,4,40,18,22,Neutral

901,25,Female,Instagram,120,5,50,20,25,Happiness

902,30,Male,Twitter,90,4,30,20,22,Anger

903,22,Non-binary,Facebook,60,2,20,10,15,Neutral

904,28,Female,Instagram,200,8,110,40,45,Anxiety

905,33,Male,LinkedIn,45,1,10,5,12,Boredom

906,21,Male,Instagram,150,5,65,25,30,Happiness

907,27,Female,Twitter,85,3,40,18,20,Anger

908,24,Non-binary,Facebook,110,6,35,16,25,Sadness

909,29,Female,LinkedIn,55,2,15,5,10,Neutral

910,31,Male,Instagram,170,7,90,35,40,Happiness

911,23,Female,Twitter,75,4,45,20,25,Anxiety

912,26,Non-binary,Facebook,95,3,30,14,18,Sadness

913,34,Male,LinkedIn,65,1,14,6,15,Boredom

914,22,Female,Instagram,180,8,100,38,45,Happiness

915,28,Male,Twitter,100,6,50,30,29,Anger

916,21,Non-binary,Facebook,40,1,10,4,12,Neutral

917,35,Female,Instagram,125,5,65,22,28,Anxiety

918,27,Male,Twitter,90,3,40,16,24,Sadness

919,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral

920,32,Female,Instagram,140,6,75,28,30,Happiness

921,26,Male,Facebook,75,2,30,14,20,Anxiety

922,24,Female,Twitter,105,4,35,20,23,Anger

923,29,Male,LinkedIn,60,2,17,8,15,Boredom

924,33,Non-binary,Instagram,190,8,105,36,50,Happiness

925,22,Female,Twitter,70,3,25,16,15,Sadness

926,31,Male,Facebook,80,2,20,10,20,Neutral

927,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety

928,25,Female,Instagram,160,6,85,26,30,Happiness

929,30,Male,Twitter,90,4,43,19,24,Anger

930,26,Non-binary,Facebook,45,1,8,4,12,Sadness

931,34,Female,LinkedIn,65,2,17,5,14,Boredom

932,28,Male,Instagram,145,7,80,30,35,Happiness

933,23,Non-binary,Twitter,70,3,30,14,18,Neutral

934,21,Female,Instagram,130,6,95,22,28,Sadness

935,29,Male,Facebook,65,2,27,11,22,Anxiety

936,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom

937,33,Female,Instagram,170,7,95,30,38,Happiness

938,27,Male,Twitter,85,4,45,18,24,Anger

939,22,Female,Instagram,115,3,60,17,30,Neutral

940,28,Non-binary,Facebook,100,2,22,12,25,Anxiety

941,31,Male,LinkedIn,45,1,9,4,10,Sadness

942,25,Female,Instagram,150,6,90,26,30,Happiness

943,29,Male,Twitter,95,4,50,22,22,Anger

944,23,Non-binary,Facebook,105,2,25,12,18,Neutral

945,35,Female,LinkedIn,60,1,15,7,14,Boredom

946,30,Male,Instagram,175,7,100,33,38,Happiness

947,21,Female,Twitter,90,3,37,14,20,Sadness

948,26,Non-binary,Facebook,75,2,30,12,18,Anxiety

949,32,Male,Instagram,130,5,80,28,31,Neutral

950,28,Female,LinkedIn,55,1,12,6,10,Boredom

951,27,Male,Instagram,165,6,85,30,28,Happiness

952,24,Female,Twitter,75,3,33,18,19,Anger

953,29,Non-binary,Facebook,85,2,27,9,20,Neutral

954,33,Female,Instagram,145,4,65,23,35,Sadness

955,31,Male,LinkedIn,60,1,15,7,17,Anxiety

956,22,Female,Whatsapp,70,2,42,10,21,Anxiety

957,25,Male,Telegram,90,3,22,11,22,Boredom

958,29,Non-binary,Snapchat,50,2,18,7,18,Sadness

959,28,Female,Twitter,95,4,48,22,25,Happiness

960,27,Male,Facebook,60,1,12,5,15,Boredom

961,30,Female,Instagram,175,6,72,30,33,Happiness

962,23,Male,Whatsapp,70,3,22,10,18,Anger

963,34,Non-binary,Telegram,80,2,21,8,20,Neutral

964,26,Female,Snapchat,120,4,55,18,30,Anxiety

965,25,Male,Twitter,90,6,42,14,26,Sadness

966,29,Non-binary,Facebook,60,1,12,4,12,Boredom

967,28,Male,Instagram,165,5,78,23,35,Happiness

968,31,Female,Whatsapp,65,2,27,10,20,Neutral

969,27,Male,Telegram,105,3,48,20,28,Anxiety

